id;ano_contratacao;titulo;objetivo;grupo_tematico;subgrupo_tematico;tipo_pesquisa;programa;instituicao;sigla_instituicao;uf_instituicao;valor_projeto;status;ano_previsao
105;2020;Impacto epidemiológico do Covid-19 no sistema prisional na cidade de salvador, bahia, brasil;Caracterizou o impacto da pandemia do Covid-19 nos serviços de atenção à saúde no sistema prisional de Salvador.;Fortalecimento do SUS e Vigilância em Saúde;Sistemas e serviços de saúde;Pesquisa Observacional;Sem programa vinculado;"Universidade do Estado da Bahia	";UNEB;BA;182120;Finalizado;2022
106;2020;Indicações para uso preciso e adequado de equipamentos de proteção individual (epis) para profissionais de saúde – revisão sistemática;Identificou, avaliou sistematicamente e resumiu as evidências científicas disponíveis sobre eficácia, segurança, uso seguro e reuso de equipamentos de proteção individual (máscaras, face shield e óculos) para os profissionais da saúde frente à infecção pelo Sars-Cov-2.;Prevenção;Outros estudos de prevenção;Sínteses de Evidências;Sem programa vinculado;Universidade Federal de São Paulo;UNIFESP;SP;38848;Finalizado;2021
107;2020;Influência do isolamento social decorrente da pandemia do Covid-19 nas escolhas alimentares de mulheres de diferentes estados nutricionais;"Avaliar a influência da quarentena e isolamento social por Covid-19 sobre os determinantes das escolhas alimentares de mulheres de diferentes estados nutricionais: perfil socioeconômico, hábitos e consumo alimentar, sintomas de episódios de compulsão alimentar, atitudes alimentares, depressão, ansiedade e estresse; Sentimento percebido de solidão de mulheres de diferentes estados nutricionais";Fortalecimento do SUS e Vigilância em Saúde;Impactos Sociais e Econômicos;Pesquisa Observacional;Sem programa vinculado;Universidade de São Paulo;USP;SP;14396;Finalizado;2022
108;2020;Influência do padrão de atividade física e nível sérico de vitamina d nos desfechos da Covid-19: estudo caso-controle multicêntrico;Avaliar a influência da prática de atividade física e dos níveis séricos de vitamina D sobre os desfechos da Covid-19.;Tratamento;Manejo Clínico pacientes com COVID-19;Pesquisa Observacional;Sem programa vinculado;Instituto de Medicina Integral Prof. Fernando Figueira;IMIP;PE;61168;Finalizado;2022
109;2020;Infodemia e desinformação: revisão sistemática de literatura sobre estratégias de comunicação e informação em saúde em situações de pandemia;Pesquisou e analisou, de forma sistematizada, a produção científica nacional e internacional que apresente evidências sobre produção, circulação e consumo de informação e desinformação relacionadas a crises sanitárias, desastres que apresentem ameaça à saúde coletiva e campanhas de promoção da saúde em situações de crise epidemiológica, e as formas de combatê-las.;Projetos Transversais;Enfrentamento à desinformação em Saúde;Sínteses de Evidências;Sem programa vinculado;Universidade Federal do Rio de Janeiro;UFRJ;RJ;49800;Finalizado;2021
110;2020;Inquérito sorológico de infecção pelo novo coronavírus (SARS-CoV-2) e fatores associados em diferentes grupos etários (epicovid-19-piauí);Estimou a magnitude e evolução da soroprevalência de infecção por Sars-Cov-2 e sua associação com aspectos epidemiológicos em diferentes grupos etários no estado do Piauí.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;Sem programa vinculado;Universidade Federal do Piauí;UFPI;PI;1632512;Finalizado;2023
111;2020;Inteligência artificial para decisões clínicas e administrativas durante a pandemia de Covid-19;Avaliar a capacidade preditiva de algoritmos de machine learning para apoiar decisões clínicas e administrativas durante a pandemia de Covid-19, com foco na predição de desfechos como internação em UTI, ventilação mecânica e óbito;Fortalecimento do SUS e Vigilância em Saúde;Sistemas e serviços de saúde;Pesquisa Translacional;Sem programa vinculado;Universidade de São Paulo;USP;SP;196275;Finalizado;2023
112;2020;Interface comunicação-saúde no combate à pandemia da Covid-19: gestão de conteúdo nas mídias sociais, combate às fake news e agendamento midiático;Identificou e analisou as estratégias de comunicação adotadas pela Fundação Oswaldo Cruz (Fiocruz) e pela Secretaria Estadual de Saúde da Paraíba (SES-PB), para gestão de conteúdo nas mídias sociais, como Instagram e Whatsapp, no enfrentamento às fake news e ações de prevenção sobre a pandemia Covid-19.;Projetos Transversais;Enfrentamento à desinformação em Saúde;Pesquisa Não Clínica;Sem programa vinculado;Universidade Federal da Paraíba;UFPB;PB;43919;Finalizado;2022
113;2020;Investigação de marcadores neuroinflamatórios e de dano neuronal e suas relações com transtornos neuropsiquiátricos em sujeitos positivos para Covid-19;Investigar a associação de marcadores inflamatórios e de dano neuronal e suas relações com transtornos neuropsiquiátricos em sujeitos positivos para Covid-19;Diagnóstico e Prognóstico;Fisiopatologia da Covid-19;Pesquisa Observacional;Sem programa vinculado;Universidade do Extremo Sul Catarinense;UNESC;SC;809893,94;Finalizado;2022
114;2020;Lesões de pele relacionadas ao uso de produtos e equipamentos de protecao individual em profissionais de saúde no contexto da Covid-19: estudo caso-controle;Investigar os fatores associados ao desenvolvimento de lesões de pele em profissionais de saúde no contexto da Covid-19;Fortalecimento do SUS e Vigilância em Saúde;Sistemas e serviços de saúde;Pesquisa Observacional;Sem programa vinculado;Universidade Federal Fluminense;UFF;RJ;32035,2;Finalizado;2023
115;2020;Manifestações neurológicas agudas associadas ao vírus SARS-CoV-2;Caracterizou o perfil epidemiológico, clínico, laboratorial, eletrofisiológico e radiológico de pacientes acometidos por síndromes neurológicas como mielite, acidente vascular cerebral (AVC), encefalite e/ou polineuropatia periférica aguda em vigência de epidemia associada ao vírus Sars-Cov-2;Tratamento;Manejo Clínico pacientes com COVID-19;Pesquisa Observacional;Sem programa vinculado;Universidade de São Paulo;USP;SP;436000;Finalizado;2023
116;2020;Modelagem da dinâmica de transmissão do SARS-CoV-2 no brasil: ciência em tempo real para subsidiar gestores na tomada de decisão baseada em evidências;Estimou a transmissão do Sars-Cov-2 na população considerando diferentes tipos de modelos e modelar cenários alternativos ao longo do tempo, considerando implementação de medidas de controle variadas, a fim de subsidiar gestores de saúde para a tomada de decisão baseada em evidências;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;Sem programa vinculado;Universidade Federal de Goiás;UFG;GO;956280;Finalizado;2023
117;2020;Modelos de vigilância em saúde da Covid-19 e outras síndromes respiratórias agudas graves: revisão de escopo;Caracterizou modelos de vigilância em saúde para Covid-19 e outras síndromes respiratórias agudas graves (SRAG) com base na literatura científica e documentos oficiais de agências e instituições de saúde multilaterais, regionais e nacionais.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Sínteses de Evidências;Sem programa vinculado;Universidade Federal do Rio de Janeiro;UFRJ;RJ;73517;Finalizado;2021
118;2020;Monitoramento, mapeamento e elaboração de sistema de alerta precoce para Covid-19 via análise de cargas virais em águas residuárias urbanas;Implementar a Epidemiologia Baseada do Esgoto para produzir dados empíricos e em tempo quase-real sobre a presença de Sars-Cov-2 em escala comunitária em apoio aos sistemas de vigilância em saúde.;Fortalecimento do SUS e Vigilância em Saúde;Vigilância Genômica;Pesquisa Translacional;Sem programa vinculado;Universidade de Brasília;UNB;DF;401000;Finalizado;2022
119;2020;Nanopartículas de ouro bioconjugadas com anticorpos para a detecção de SARS-CoV-2 pela técnica de espalhamento de luz dinâmico (DLS);"Desenvolver um método para a detecção do vírus SARS-CoV-2 usando como leitor a técnica de espalhamento dinâmico de luz (DLS); padronizar e validar um imunoteste baseado em reação de aglutinação do SARS-CoV-2 por nanopartículas de ouro funcionalizadas com anticorpos anti-glicoproteína spike do vírus.";Diagnóstico e Prognóstico;Desenvolvimento de Testes;Pesquisa Translacional;Sem programa vinculado;Universidade de Brasília;UNB;DF;2000000;Finalizado;2022
120;2020;Nanotecnologia aplicada para a imunização contra a Covid-19;Produzir de forma econômica e sustentável uma vacina contra a Covid-19 com nanopartículas funcionalizadas com antígenos do vírus SARS-CoV-2.;Prevenção;Vacinas e Imunização;Pesquisa Pré-Clínica;Sem programa vinculado;Universidade Federal do Paraná;UFPR;PR;237600;Finalizado;2022
121;2020;O uso de big data para avaliação da efetividade de intervencoes nao farmacologicas no enfrentamento de epidemias e seus impactos economicos;O objetivo geral desse projeto é utilizar big data para avaliar a efetividade de estratégias de INF no combate à epidemia de Covid-19 e seus impactos diretos e indiretos nas condições de saúde e atividade econômica dos municípios brasileiros;Prevenção;Outros estudos de prevenção;Pesquisa Observacional;Sem programa vinculado;Universidade Estadual de Campinas;UNICAMP;SP;46520;Finalizado;2022
122;2020;Obitos hospitalares relacionados a Covid-19 no sistema unico de saúde e a capacidade instalada das regioes de saude: um estudo nacional;Analisar a associação entre os óbitos hospitalares relacionados à Covid-19 no Sistema Único de Saúde (SUS) e a capacidade instalada das regiões de saúde para atendimento de casos graves, bem como dimensionar a lacuna existente entre essa capacidade instalada e a demanda futura durante a vigência da Emergência em Saúde Pública de Importância Nacional (ESPIN).;Fortalecimento do SUS e Vigilância em Saúde;Sistemas e serviços de saúde;Pesquisa Observacional;Sem programa vinculado;Fundação Universidade de Brasília;FUB;DF;334476;Finalizado;2022
123;2020;Óxido nítrico inalado para tratamento de infecao por SARS-CoV-2: um ensaio clínico aberto, multicêntrico, paralelo, multicêntrico e randomizado.;Avaliar, em hospitais do SUS, a eficácia clínica e a custo-efetividade de uma única sessão de 6 h de óxido nítrico inalado a 160 ppm, comparada ao tratamento padrão, na redução do tempo de oxigenoterapia e da duração da internação de adultos com Covid-19 moderada, gerando evidências para eventual incorporação da terapia nos Protocolos Clínicos e Diretrizes Terapêuticas nacionais.;Tratamento;Terapias não medicamentosas;Pesquisa Clínica Intervencional (Fases I, II, III);Sem programa vinculado;União Brasileira de Educação e Assistência;UBEA;RS;237700;Finalizado;2022
124;2020;Papel dos metabolitos microbianos na infeccao pulmonar causada por SARS-CoV-2, atraves da modulacao a microbiota e do sistema imune;Elucidar o papel da microbiota intestinal e de seus metabólitos na resposta imune durante a infecção por SARS-CoV-2, explorando possíveis mecanismos de proteção ou agravamento da Covid-19.;Tratamento;Manejo Clínico pacientes com COVID-19;Pesquisa Translacional;Sem programa vinculado;Universidade Federal de Minas Gerais;UFMG;MG;422500;Finalizado;2022
125;2020;Patogenia e historia natural da Covid-19: uma abordagem baseada em autopsias;Criar e consolidar um dos maiores e mais diversificados biorepositórios de tecido humano de pacientes com Covid-19, obtido por autópsia minimamente invasiva guiada por ultrassom, como base para pesquisas translacionais e clínicas voltadas ao entendimento da infecção pelo SARS-CoV-2, sua fisiopatogenia e alvos terapêuticos.;Tratamento;Manejo Clínico pacientes com COVID-19;Pesquisa Translacional;Sem programa vinculado;Universidade de São Paulo;USP;SP;1385600;Finalizado;2023
126;2020;Plasma convalescente (pconv) como terapia de prevenção de complicacoes associadas a infeccao por SARS-CoV-2;Avaliar segurança e eficácia do uso de plasma convalescente no tratamento da Covid-19;Tratamento;Terapias não medicamentosas;Pesquisa Clínica Intervencional (Fases I, II, III);Sem programa vinculado;Universidade Estadual de Campinas;UNICAMP;SP;431974;Finalizado;2022
127;2020;Por uma terra sem males: educação em saúde para o enfrentamento das fake news e da Covid-19 na terra indigena karitiana, porto velho/ro.;Inventariar os impactos de notícias falsas (fake news) sobre a adesão do povo indígena karitiana em relação às medidas de prevenção à Covid-19 orientadas pelo Ministério da Saúde.;Projetos Transversais;Enfrentamento à desinformação em Saúde;Pesquisa Não Clínica;Sem programa vinculado;Instituto Federal de Educação, Ciência e Tecnologia de Rondônia;IFRO;RO;50000;Finalizado;2022
128;2020;Produção de quimeras vacinais (SARS-CoV-2-yfv17d) contra o virus SARS-CoV-2 (severe acute respiratory syndrome coronavírus 2) e padronizaçãoo de testes sorologicos;Desenvolvimento de uma vacina recombinante utilizando como plataforma o vírus da febre amarela 17D (YFV 17D).;Prevenção;Vacinas e Imunização;Pesquisa Pré-Clínica;Sem programa vinculado;Universidade Federal de Viçosa;UFV;MG;464712;Finalizado;2022
129;2020;Prognóstico funcional em adultos e idosos acometidos pela Covid-19: estudo de coorte;Avaliar os fatores preditores de prognósticos clínico e funcional de adultos e idosos com diagnóstico de Covid-19.;Tratamento;Manejo Clínico pacientes com COVID-19;Pesquisa Observacional;Sem programa vinculado;Universidade de São Paulo;USP;SP;425984;Finalizado;2023
130;2020;Re2scue: reabilitação respiratoria em sobreviventes do Covid-19: um estudo clínico randomizado.;Avaliar um programa de reabilitação respiratória de seis semanas em sobreviventes da Covid-19, visando melhorar a função respiratória, resistência à fadiga, qualidade de vida e estado psicológico, além de promover a formação de especialistas e fortalecer a atenção à saúde respiratória no sul de Santa Catarina.;Tratamento;Terapias não medicamentosas;Pesquisa Clínica Intervencional (Fases I, II, III);Sem programa vinculado;Universidade Federal de Santa Catarina;UFSC;SC;108678,82;Finalizado;2023
131;2020;Reatividade cruzada de anticorpos desenvolvidos apos a vacinacao com triplice viral com as proteinas do SARS-CoV-2.;Investigar a possível reatividade cruzada de anticorpos dirigidos aos determinantes antigênicos da vacina tríplice viral com os determinantes antigênicos do vírus SARS-CoV2.;Prevenção;Vacinas e Imunização;Pesquisa Pré-Clínica;Sem programa vinculado;Fundação Oswaldo Cruz;FIOCRUZ;PR;314000;Finalizado;2022
132;2020;Recomendações técnicas, saberes e práticas populares no enfrentamento da Covid-19 em zona rural;Investigar e desenvolver estratégias criativas e inovadoras para prevenção e controle da Covid-19 junto a comunidades rurais;Prevenção;Outros estudos de prevenção;Pesquisa Não Clínica;Sem programa vinculado;Universidade Federal Fluminense;UFF;RJ;26205;Finalizado;2022
133;2020;Rede colaborativa do instituto butantan para o desenvolvimento de candidatos vacinais contra SARS-CoV-2;Definir, por modelagem molecular computacional e análise de bioinformática, sequências genômicas de SARS-CoV-2 candidatas a vacinas de subunidade e quimeras multi-epítopo.;Prevenção;Vacinas e Imunização;Pesquisa Pré-Clínica;Sem programa vinculado;Instituto Butantan;IBU;SP;1283802;Finalizado;2022
134;2020;Rede Saúde Única de monitoramento genomico em tempo real: dinâmica evolutiva, de transmissao e dispersão espaço-temporal do SARS-CoV-2 em humanos, animais e no ambiente;O projeto teve por objetivo monitorar a epidemiologia do SARS-CoV-2 no Brasil, analisando sua evolução, transmissão e dispersão espaço-temporal via sequenciamento genômico em tempo real. Foram analisados dados referentes a variabilidade genética, evolução viral, variabilidade intra-hospedeiro, marcadores de gravidade clínica e persistência/excreção viral em diversas amostras clínicas.;Fortalecimento do SUS e Vigilância em Saúde;Vigilância Genômica;Pesquisa Translacional;Sem programa vinculado;Fundação Oswaldo Cruz;FIOCRUZ;PR;1400000;Finalizado;2022
135;2020;Rede para estudos colaborativos sobre a patogenese da Covid-19;Compreender melhor a fisiopatologia da Covid-19 por meio da criação de uma rede multidisciplinar de pesquisa básica e translacional;Tratamento;Manejo Clínico pacientes com COVID-19;Pesquisa Translacional;Sem programa vinculado;Fundação Oswaldo Cruz;FIOCRUZ;PR;1588000;Finalizado;2022
136;2020;Revacinação com BCG de profissionais da saúde atuando na pandemia de Covid-19, estrategia preventiva para melhorar resposta imune inata;Ensaio clínico randomizado para avaliar a eficácia da vacina BCG em profissionais da área da saúde para proteger contra Covid-19 ou diminuir os agravos de saúde;Prevenção;Vacinas e Imunização;Pesquisa Clínica Intervencional (Fases I, II, III);Sem programa vinculado;Universidade Federal de Goiás;UFG;GO;1241028;Finalizado;2022
137;2020;Revisões sistematicas aplicadas ao diagnóstico e terapêutica do Covid-19 e seu potencial na odontologia;Avaliar sistematicamente as evidências existentes sobre diferentes metodologias relacionadas ao diagnóstico, prevenção, controle e tratamento da Covid-19, por meio de exames salivares diagnósticos, análise de possíveis efeitos adversos na cavidade oral com o uso de cloroquina/hidroxicloroquina, utilização de clorexidina para higiene oral de pacientes submetidos à ventilação mecânica e utilização do gás ozônio para desinfecção em ambientes na área de saúde.;Tratamento;Manejo Clínico pacientes com COVID-19;Sínteses de Evidências;Sem programa vinculado;Universidade Federal De Uberlandia;UFU;MG;49824,96;Finalizado;2021
138;2020;Saúde mental de profissionais de enfermagem do brasil no contexto da Covid-19: estudo transversal;Avaliar aspectos da saúde mental dos profissionais de enfermagem (auxiliar/técnico de enf., enfermeiros e obstetrizes) no contexto da pandemia do Covid-19.;Projetos Transversais;Impactos na Saúde Mental;Pesquisa Observacional;Sem programa vinculado;Universidade de São Paulo;USP;SP;96088;Finalizado;2022
139;2020;Saúde mental e aspectos emocionais de profissionais atuantes em unidades de terapia intensiva pediatrica durante a pandemia de Covid-19;Avaliar a saúde mental e emocional de profissionais de saúde atuantes em Unidades de Terapia Intensiva Pediátricas (UTIPs) durante e após o término da pandemia causada pelo novo coronavirus.;Projetos Transversais;Impactos na Saúde Mental;Pesquisa Observacional;Sem programa vinculado;Instituto D'Or de Pesquisa e Ensino;IDOR;SP;251278,95;Finalizado;2022
140;2020;Saúde mental e sobrecarga emocional de profissionais de saúde do brasil envolvidos no atendimento a pacientes portadores de Covid-19: indicadores e fatores associados;O objetivo desse estudo é avaliar e acompanhar a evolução dos indicadores de saúde mental e sobrecarga emocional de profissionais de saúde brasileiros que atuam nos cuidados à portadores de Covid-19 e identificar os fatores de risco e proteção associados.;Projetos Transversais;Impactos na Saúde Mental;Pesquisa Observacional;Sem programa vinculado;Universidade de São Paulo;USP;SP;35000;Finalizado;2022
141;2020;Sintomas nao psicoticos entre profissionais de enfermagem que surgiram no contexto de trabalho da Covid-19.;Avaliar nos profissionais de enfermagem a presença de sintomas não psicóticos que surgiram no contexto de trabalho durante a pandemia.;Projetos Transversais;Impactos na Saúde Mental;Pesquisa Observacional;Sem programa vinculado;Universidade Federal de São Carlos;UFSCAR;SP;29800;Finalizado;2022
142;2020;Soluções para aumentar a aceitabilidade, adesão e cumprimento das medidas de prevenção e controle da Covid-19 na população;Propor soluções para aumentar a adeseão da população às medidas de prevenção e controle da Covid-19 e outras doenças respiratórias aguda graves com base na identificação, na população brasileira, das barreiras de facilitadores para adesão.;Prevenção;Outros estudos de prevenção;Pesquisa Observacional;Sem programa vinculado;Universidade Federal do Rio Grande do Norte;UFRN;RN;112852;Finalizado;2022
143;2020;Um ambiente computacional para combate automático à fake news sobre Covid-19 e outras sars em redes sociais virtuais;O presente projeto teve como objetivos desenvolver, testar e avaliar o AUTOMATA — um protótipo funcional de ambiente computacional voltado ao combate automático à disseminação de fake news sobre a Covid-19 e outras síndromes respiratórias agudas graves (SARS), escritas em Língua Portuguesa e disseminadas em redes sociais virtuais.;Projetos Transversais;Enfrentamento à desinformação em Saúde;Pesquisa Translacional;Sem programa vinculado;Instituto Militar de Engenharia;IME;RJ;136461;Finalizado;2022
144;2020;Uso da espectroscopia por infravermelho no diagnóstico da Covid-19;Desenvolver um novo método de triagem de pacientes com sintomas respiratórios para detecção de Covid-19 com uso de swab orofaringe.;Diagnóstico e Prognóstico;Desenvolvimento de Testes;Pesquisa Translacional;Sem programa vinculado;Universidade Federal do Espírito Santo;UFES;ES;225836;Finalizado;2022
145;2020;Valor prognostico de biomarcadores imunes e inflamatorios em predizer gravidade e mortalidade da Covid-19: revisao sistematica;Buscar, selecionar, avaliar, analisar e relatar sistematicamente os resultados de estudos que testaram o valor prognóstico de biomarcadores imunes e inflamatórios em predizer gravidade e mortalidade da Covid-19;Tratamento;Manejo Clínico pacientes com COVID-19;Sínteses de Evidências;Sem programa vinculado;Universidade Federal do Estado do Rio de Janeiro;UNIRIO;RJ;45796;Finalizado;2022
146;2023;Impacto das variações climáticas na incidência de síndrome respiratória aguda grave em crianças no brasil;Investigar a associação entre mudanças em variáveis climáticas e a incidência de SRAG em crianças no Brasil.;Fortalecimento do SUS e Vigilância em Saúde;Epidemiologia;Pesquisa Observacional;Sem programa vinculado;Fundação Oswaldo Cruz;FIOCRUZ;PR;364560;Em execução;2026
147;2023;A Covid-19 longa no brasil: um estudo etnografico sobre as politicas de reconhecimento e de cuidado de uma sindrome pos-viral;Fazer um estudo etnográfico sobre as políticas de reconhecimento e de cuidado para a Covid-19 Longa no Brasil.;Pós-covid;Condições Pós-Covid;Pesquisa Não Clínica;Sem programa vinculado;Universidade Federal do Rio Grande do Sul;UFRGS;RS;1026000;Em execução;2026
148;2023;Acompanhamento de pacientes pós-covid: utilizacao de metodologias aplicaveis ao SUS para avaliar a qualidade de vida e desfechos na saude;Avaliar o impacto das condições pós-covid na qualidade de vida e desfechos na saude dos pacientes por meio da pesquisa de biomarcadores por metabolômica.;Pós-covid;Condições Pós-Covid;Pesquisa Translacional;Sem programa vinculado;Universidade Federal de Juiz de Fora;UFJF;MG;235880;Em execução;2026
149;2023;Analise das mortes maternas por causas Covid-19 e nao-Covid-19 e impactos sociais da pandemia nos estados da paraiba, pernambuco e alagoas entre os anos 2020 e 2022;Analisar de forma comparativa as mortes maternas por Covid-19 e por causas não-Covid-19 ocorridas nos estados da Paraíba, Pernambuco e Alagoas entre os anos 2020 e 2022.;Fortalecimento do SUS e Vigilância em Saúde;Impactos Sociais e Econômicos;Pesquisa Observacional;Sem programa vinculado;Instituto de Medicina Integral Prof. Fernando Figueira;IMIP;PE;682764;Em execução;2026
150;2023;Analise do impacto dos determinantes sociais de saúde na qualidade de vida e desfechos em saúde da populacao brasileira pós-covid: estudo longitudinal;Avaliar o impacto dos determinantes sociais da saúde na qualidade de vida das pessoas que tiveram diagnóstico de Covid-19.;Fortalecimento do SUS e Vigilância em Saúde;Impactos Sociais e Econômicos;Pesquisa Observacional;Sem programa vinculado;Universidade Federal do Ceará;UFC;CE;227720;Em execução;2026
151;2023;Enfrentando a crise pos-pandemia: integração de abordagens multiomicas para o combate a Covid-19, Covid-19 longa e a resistencia microbiana.;"Identificar potenciais terapêuticos e marcadores diagnósticos e prognósticos mais eficientes e direcionados para manejo clínico da Covid-19 e Covid-19 Longa; bem como determinar e comparar do perfil de mecanismos de resistência entre bactérias nosocomiais no cenário pré e pós-pandemia.";Pós-covid;Condições Pós-Covid;Pesquisa Translacional;Sem programa vinculado;Universidade Federal da Bahia;UFBA;BA;390860;Em execução;2026
152;2023;Estudo longitudinal para analise de marcadores imunologicos, hematologicos, teciduais e imunofenotipicos nas condicoes pós-covid: uma abordagem para a definicao de politicas de diagnóstico, tratamento e vigilância;Contribuir cientificamente para o entendimento do perfil de pessaos com condições pós-covid, cientificamente para a elucidação do envolvimento da resposta imunológica e de marcadores específicos na gravidade e na duração das sequelas antes e após tratamento e, de maneira mais ampla, permitir que este entendimento subsidie a elaboração de condutas de diagnóstico e tratamento pelos órgãos gestores de saúde.;Pós-covid;Condições Pós-Covid;Pesquisa Translacional;Sem programa vinculado;Fundação Oswaldo Cruz;FIOCRUZ;PR;1169843;Em execução;2026
153;2023;Fatores associados ao desenvolvimento de sequelas cardíacas, na sindrome pos-aguda da Covid-19, e potenciais fatores prognosticos em pacientes com essa condicao: uma revisao sistematica;Sintetizar as evidências disponíveis na literatura sobre as condições cardíacas pós-covid.;Pós-covid;Condições Pós-Covid;Sínteses de Evidências;Sem programa vinculado;Universidade de Brasília;UNB;DF;141500;Em execução;2025
154;2023;Impactos sociais e economicos a longo prazo da sindrome pós-covid: os efeitos globais e sistemicos da reducao da aptidao fisica na saude, adoecimento social e capacidade produtiva;Avaliar a prevalência e a evolução de impactos pós-covidna população estudada, incluindo limitações funcionais, sintomas, alterações biopsicossociais e econômicas, e identificar fatores associados a esses desfechos (primários e secundários), no curto e no longo prazo.;Fortalecimento do SUS e Vigilância em Saúde;Impactos Sociais e Econômicos;Pesquisa Observacional;Sem programa vinculado;Universidade Federal do Rio Grande do Sul;UFRGS;RS;1259300;Em execução;2026
155;2023;O impacto dos determinantes sociais em saúde (dss) na resposta e recuperacao do SUS a Covid-19 no brasil;Analisar a relação dos DSS e o processo saúde doença, com especial atenção ao impacto das mudanças no perfil de gestão do SUS na produção hospitalar e ambulatorial e consequente impacto em populações em vulnerabilidade no Brasil.;Fortalecimento do SUS e Vigilância em Saúde;Impactos Sociais e Econômicos;Pesquisa Observacional;Sem programa vinculado;Fundação Getulio Vargas;FGV;RJ;1086900;Em execução;2026
156;2023;Ocorrencia de Covid-19 longa e avaliação de fatores de risco como marcadores prognosticos para desenvolvimento da doenca.;Avaliar a ocorrência de Covid-19 longa e os fatores de risco associados ao desenvolvimento da síndrome em pacientes não hospitalizados.;Pós-covid;Condições Pós-Covid;Pesquisa Observacional;Sem programa vinculado;Universidade Federal de Juiz de Fora;UFJF;MG;670140;Em execução;2026
157;2023;pós-covid e as favelas brasileiras: a abordagem multidimensional e interseccional dos dss no enfrentamento deste epifenomeno e das crises contemporaneas: um estudo multicêntrico em redes colaborativas;"Aprofundar conhecimentos científicos no contexto do pós-covid, para o aprimoramento do SUS, na inclusão dos que vivem em doze
favelas das regiões metropolitanas do ABC Paulista, Belém, Belo Horizonte, Fortaleza, Goiânia, Manaus, Porto Alegre, Recife, Rio de
Janeiro capital e São Paulo capital, considerando os critérios da equidade, da Saúde Única, dos DSS, dos ODS, da APS, da
interseccionalidade em saúde coletiva e da prevenção em novas pandemias.";Fortalecimento do SUS e Vigilância em Saúde;Impactos Sociais e Econômicos;Pesquisa Observacional;Sem programa vinculado;Universidade de São Paulo;USP;SP;1499896;Em execução;2027
158;2023;Sindrome pós-covid: caracterizacao de aspectos clínicos, epidemiologicos, regionais, nutricionais e funcionais envolvidos, e o impacto desta condicao na qualidade de vida dos acometidos.;Investigar, em âmbito nacional, a Síndrome pós-covid (SPC) quanto à incidência na população brasileira, aos aspectos clínicos, epidemiológicos, regionais, nutricionais e funcionais envolvidos, e ao impacto na qualidade de vida, visando identificar marcadores clínicos úteis ao diagnóstico e fatores manejáveis que contribuam para melhor prognóstico.;Pós-covid;Condições Pós-Covid;Pesquisa Observacional;Sem programa vinculado;Universidade Federal do Rio Grande do Sul;UFRGS;RS;194360;Em execução;2027
159;2023;Tecnicas de inteligencia artificial para a identificacao e gestao clínica de casos de Covid-19 longa;Utilizar técnicas de Inteligência Artificial (IA) para auxiliar na identificação e na gestão clínica dos casos de Covid-19 longa.;Pós-covid;Condições Pós-Covid;Avaliação de Tecnologias em Saúde;Sem programa vinculado;Universidade Federal de São Carlos;UFSCAR;SP;204346,7;Em execução;2026
160;2023;Vigilância genômica de patogenos multirresistentes na interface humana-animal-ambiental: uma abordagem de saúde única para compreensao da dinâmica da resistência antimicrobiana em um cenario pós-covid;Compreender a dinâmica da resistência antimicrobiana no cenário pós-covid, no contexto de Saúde Única, por meio da vigilância genômica de microrganismos de origem humana, animal e ambiental.;Fortalecimento do SUS e Vigilância em Saúde;Vigilância Genômica;Pesquisa Observacional;Sem programa vinculado;Instituto Federal do Espírito Santo;IFES;ES;663450;Em execução;2026
161;2023;Concepções e itinerários terapêuticos de adolescentes que tentaram o suicídio no período da pandemia por Covid-19 no município de são paulo;Analisar os itinerários terapêuticos de adolescentes que tentaram suicídio no período da pandemia por Covid-19 na Coordenadoria Regional Sudeste do Município de São Paulo;Projetos Transversais;Impactos na Saúde Mental;Pesquisa Observacional;Sem programa vinculado;Universidade Federal de São Paulo;UNIFESP;SP;125975;Em execução;2026
162;2022;Covid-19 pesquisa de comportamentos – etapa 2: mudanças nos estilos de vida e no estado de saúde dos brasileiros provocadas pela pandemia de Covid-19;Investigar as mudanças nas condições socioeconômicas, nos estilos de vida, no uso de serviços de saúde, e no estado de saúde dos brasileiros após dois anos de pandemia da Covid-19, abordando-se questões relacionadas à pandemia, como a vacinação, infecção pelo SARS-CoV-2 antes e depois da vacinação, sequelas e internações por Covid-19, perdas de familiares e amigos, acesso e uso dos serviços de saúde e problemas psicológicos.;Fortalecimento do SUS e Vigilância em Saúde;Impactos Sociais e Econômicos;Pesquisa Observacional;Sem programa vinculado;Fundação Oswaldo Cruz;FIOCRUZ;PR;493686;Em execução;2026
163;2021;Rede de estudos observacionais para monitoramento da efetividade, imunogenicidade e segurança da vacinação contra Covid-19 no brasil, e história natural da doença em crianças e adolescentes;Avaliar a efetividade, segurança e imunogenicidade da vacinação contra Covid-19 implementada no Brasil, e descrever a história natural da doença em crianças e adolescentes, por meio de uma rede colaborativa de estudos observacionais.;Prevenção;Vacinas e Imunização;Pesquisa Observacional;Sem programa vinculado;Fundação Oswaldo Cruz;FIOCRUZ;PR;64076739;Em execução;2026
